"","Date","State","kMWh"
"765",2012-05-01,"MO",NA
"766",2012-05-01,"WI",NA
"767",2012-05-01,"AR",NA
"768",2012-05-01,"KS",NA
"769",2012-05-01,"MI",NA
"770",2012-05-01,"OK",NA
"771",2012-05-01,"AL",NA
"772",2012-05-01,"IA",NA
"773",2012-05-01,"ID",NA
"774",2012-05-01,"KY",NA
"775",2012-05-01,"MS",NA
"776",2012-05-01,"NE",NA
"777",2012-05-01,"SD",NA
"778",2012-05-01,"VA",NA
"779",2012-05-01,"LA",NA
"780",2012-05-01,"ME",NA
"781",2012-05-01,"MT",NA
"782",2012-05-01,"WY",NA
"783",2012-06-01,"AZ",76.5004389166667
"784",2012-06-01,"CA",114.154853791667
"785",2012-06-01,"CO",13.5387352083333
"786",2012-06-01,"DE",1.85410854166667
"787",2012-06-01,"FL",15.99187725
"788",2012-06-01,"HI",0.369672458333333
"789",2012-06-01,"IL",2.493353375
"790",2012-06-01,"MA",2.39215470833333
"791",2012-06-01,"MD",1.77048658333333
"792",2012-06-01,"NC",9.67399075
"793",2012-06-01,"NJ",24.9822606666667
"794",2012-06-01,"NM",27.1080582916667
"795",2012-06-01,"NV",38.5314934166667
"796",2012-06-01,"NY",4.43054166666667
"797",2012-06-01,"OH",2.97609591666667
"798",2012-06-01,"OR",0.522550958333333
"799",2012-06-01,"PA",2.69740829166667
"800",2012-06-01,"TX",9.27828970833333
"801",2012-06-01,"VT",0.402797666666667
"802",2012-06-01,"WA",0.067
"803",2012-06-01,"GA",NA
"804",2012-06-01,"IN",NA
"805",2012-06-01,"MN",NA
"806",2012-06-01,"TN",NA
"807",2012-06-01,"UT",NA
"808",2012-06-01,"CT",NA
"809",2012-06-01,"RI",NA
"810",2012-06-01,"SC",NA
"811",2012-06-01,"MO",NA
"812",2012-06-01,"WI",NA
"813",2012-06-01,"AR",NA
"814",2012-06-01,"KS",NA
"815",2012-06-01,"MI",NA
"816",2012-06-01,"OK",NA
"817",2012-06-01,"AL",NA
"818",2012-06-01,"IA",NA
"819",2012-06-01,"ID",NA
"820",2012-06-01,"KY",NA
"821",2012-06-01,"MS",NA
"822",2012-06-01,"NE",NA
"823",2012-06-01,"SD",NA
"824",2012-06-01,"VA",NA
"825",2012-06-01,"LA",NA
"826",2012-06-01,"ME",NA
"827",2012-06-01,"MT",NA
"828",2012-06-01,"WY",NA
"829",2012-07-01,"AZ",82.9601710416667
"830",2012-07-01,"CA",117.730033958333
"831",2012-07-01,"CO",14.3029496666667
"832",2012-07-01,"DE",1.90504816666667
"833",2012-07-01,"FL",16.0729222916667
"834",2012-07-01,"HI",0.407848458333333
"835",2012-07-01,"IL",2.60330420833333
"836",2012-07-01,"MA",2.5725845
"837",2012-07-01,"MD",1.94811329166667
"838",2012-07-01,"NC",11.9538104166667
"839",2012-07-01,"NJ",25.5675813333333
"840",2012-07-01,"NM",27.9822532916667
"841",2012-07-01,"NV",40.725886
"842",2012-07-01,"NY",4.40217629166667
"843",2012-07-01,"OH",3.09534083333333
"844",2012-07-01,"OR",0.549056083333333
"845",2012-07-01,"PA",2.7406815
"846",2012-07-01,"TX",10.0082640416667
"847",2012-07-01,"VT",0.438572458333333
"848",2012-07-01,"WA",0.06675
"849",2012-07-01,"GA",0.24858
"850",2012-07-01,"IN",0.0274667083333333
"851",2012-07-01,"MN",0.003814625
"852",2012-07-01,"TN",1.04150020833333
"853",2012-07-01,"UT",0.139227625
"854",2012-07-01,"CT",NA
"855",2012-07-01,"RI",NA
"856",2012-07-01,"SC",NA
"857",2012-07-01,"MO",NA
"858",2012-07-01,"WI",NA
"859",2012-07-01,"AR",NA
"860",2012-07-01,"KS",NA
"861",2012-07-01,"MI",NA
"862",2012-07-01,"OK",NA
"863",2012-07-01,"AL",NA
"864",2012-07-01,"IA",NA
"865",2012-07-01,"ID",NA
"866",2012-07-01,"KY",NA
"867",2012-07-01,"MS",NA
"868",2012-07-01,"NE",NA
"869",2012-07-01,"SD",NA
"870",2012-07-01,"VA",NA
"871",2012-07-01,"LA",NA
"872",2012-07-01,"ME",NA
"873",2012-07-01,"MT",NA
"874",2012-07-01,"WY",NA
"875",2012-08-01,"AZ",90.5095973333333
"876",2012-08-01,"CA",124.193464458333
"877",2012-08-01,"CO",15.401384875
"878",2012-08-01,"DE",2.004164125
"879",2012-08-01,"FL",16.2685275833333
"880",2012-08-01,"HI",0.466086875
"881",2012-08-01,"IL",2.72071820833333
"882",2012-08-01,"MA",2.84290733333333
"883",2012-08-01,"MD",2.15437166666667
"884",2012-08-01,"NC",12.9224617916667
"885",2012-08-01,"NJ",25.859617625
"886",2012-08-01,"NM",28.3841609166667
"887",2012-08-01,"NV",43.511925
"888",2012-08-01,"NY",4.40142170833333
"889",2012-08-01,"OH",3.189169625
"890",2012-08-01,"OR",0.5883125
"891",2012-08-01,"PA",2.85359029166667
"892",2012-08-01,"TX",10.4140429166667
"893",2012-08-01,"VT",0.479003166666667
"894",2012-08-01,"WA",0.0674583333333333
"895",2012-08-01,"GA",0.263255708333333
"896",2012-08-01,"IN",0.0598877916666667
"897",2012-08-01,"MN",0.0131677916666667
"898",2012-08-01,"TN",1.10583145833333
"899",2012-08-01,"UT",0.148836166666667
"900",2012-08-01,"CT",NA
"901",2012-08-01,"RI",NA
"902",2012-08-01,"SC",NA
"903",2012-08-01,"MO",NA
"904",2012-08-01,"WI",NA
"905",2012-08-01,"AR",NA
"906",2012-08-01,"KS",NA
"907",2012-08-01,"MI",NA
"908",2012-08-01,"OK",NA
"909",2012-08-01,"AL",NA
"910",2012-08-01,"IA",NA
"911",2012-08-01,"ID",NA
"912",2012-08-01,"KY",NA
"913",2012-08-01,"MS",NA
"914",2012-08-01,"NE",NA
"915",2012-08-01,"SD",NA
"916",2012-08-01,"VA",NA
"917",2012-08-01,"LA",NA
"918",2012-08-01,"ME",NA
"919",2012-08-01,"MT",NA
"920",2012-08-01,"WY",NA
"921",2012-09-01,"AZ",99.8003989166667
"922",2012-09-01,"CA",133.971373083333
"923",2012-09-01,"CO",16.692038875
"924",2012-09-01,"DE",2.130524375
"925",2012-09-01,"FL",16.4817339166667
"926",2012-09-01,"HI",0.546355333333333
"927",2012-09-01,"IL",2.86992941666667
"928",2012-09-01,"MA",3.24850033333333
"929",2012-09-01,"MD",2.4390575
"930",2012-09-01,"NC",14.3802174166667
"931",2012-09-01,"NJ",26.3415132083333
"932",2012-09-01,"NM",28.9262640416667
"933",2012-09-01,"NV",46.7422609166667
"934",2012-09-01,"NY",4.42995891666667
"935",2012-09-01,"OH",3.29281366666667
"936",2012-09-01,"OR",0.649322083333333
"937",2012-09-01,"PA",3.01093470833333
"938",2012-09-01,"TX",11.0542635
"939",2012-09-01,"VT",0.534542416666667
"940",2012-09-01,"WA",0.0677916666666667
"941",2012-09-01,"GA",0.282441958333333
"942",2012-09-01,"IN",0.113462
"943",2012-09-01,"MN",0.0264709583333333
"944",2012-09-01,"TN",1.1962385
"945",2012-09-01,"UT",0.160494583333333
"946",2012-09-01,"CT",NA
"947",2012-09-01,"RI",NA
"948",2012-09-01,"SC",NA
"949",2012-09-01,"MO",NA
"950",2012-09-01,"WI",NA
"951",2012-09-01,"AR",NA
"952",2012-09-01,"KS",NA
"953",2012-09-01,"MI",NA
"954",2012-09-01,"OK",NA
"955",2012-09-01,"AL",NA
"956",2012-09-01,"IA",NA
"957",2012-09-01,"ID",NA
"958",2012-09-01,"KY",NA
"959",2012-09-01,"MS",NA
"960",2012-09-01,"NE",NA
"961",2012-09-01,"SD",NA
"962",2012-09-01,"VA",NA
"963",2012-09-01,"LA",NA
"964",2012-09-01,"ME",NA
"965",2012-09-01,"MT",NA
"966",2012-09-01,"WY",NA
"967",2012-10-01,"AZ",110.358073208333
"968",2012-10-01,"CA",144.441091833333
"969",2012-10-01,"CO",17.76057675
"970",2012-10-01,"DE",2.20131191666667
"971",2012-10-01,"FL",16.168831875
"972",2012-10-01,"HI",0.638152916666667
"973",2012-10-01,"IL",3.01196495833333
"974",2012-10-01,"MA",3.7188095
"975",2012-10-01,"MD",2.71522779166667
"976",2012-10-01,"NC",15.8326150833333
"977",2012-10-01,"NJ",27.4483801666667
"978",2012-10-01,"NM",29.5531307083333
"979",2012-10-01,"NV",50.0753263333333
"980",2012-10-01,"NY",4.54632875
"981",2012-10-01,"OH",3.37266029166667
"982",2012-10-01,"OR",0.7174365
"983",2012-10-01,"PA",3.27692045833333
"984",2012-10-01,"TX",11.589852125
"985",2012-10-01,"VT",0.597638666666667
"986",2012-10-01,"WA",0.068
"987",2012-10-01,"GA",0.298891666666667
"988",2012-10-01,"IN",0.184950875
"989",2012-10-01,"MN",0.04261875
"990",2012-10-01,"TN",1.27050291666667
"991",2012-10-01,"UT",0.174028791666667
"992",2012-10-01,"CT",NA
"993",2012-10-01,"RI",NA
"994",2012-10-01,"SC",NA
"995",2012-10-01,"MO",NA
"996",2012-10-01,"WI",NA
"997",2012-10-01,"AR",NA
"998",2012-10-01,"KS",NA
"999",2012-10-01,"MI",NA
"1000",2012-10-01,"OK",NA
"1001",2012-10-01,"AL",NA
"1002",2012-10-01,"IA",NA
"1003",2012-10-01,"ID",NA
"1004",2012-10-01,"KY",NA
"1005",2012-10-01,"MS",NA
"1006",2012-10-01,"NE",NA
"1007",2012-10-01,"SD",NA
"1008",2012-10-01,"VA",NA
"1009",2012-10-01,"LA",NA
"1010",2012-10-01,"ME",NA
"1011",2012-10-01,"MT",NA
"1012",2012-10-01,"WY",NA
"1013",2012-11-01,"AZ",119.4128525
"1014",2012-11-01,"CA",152.853044333333
"1015",2012-11-01,"CO",18.376636
"1016",2012-11-01,"DE",2.31028033333333
"1017",2012-11-01,"FL",16.074077125
"1018",2012-11-01,"HI",0.730576125
"1019",2012-11-01,"IL",3.10536575
"1020",2012-11-01,"MA",4.18061291666667
"1021",2012-11-01,"MD",3.04038758333333
"1022",2012-11-01,"NC",17.5490926666667
"1023",2012-11-01,"NJ",28.8648232083333
"1024",2012-11-01,"NM",30.0826885833333
"1025",2012-11-01,"NV",52.8962153333333
"1026",2012-11-01,"NY",4.71863329166667
"1027",2012-11-01,"OH",3.38870079166667
"1028",2012-11-01,"OR",0.778409916666667
"1029",2012-11-01,"PA",3.58983545833333
"1030",2012-11-01,"TX",11.8305289166667
"1031",2012-11-01,"VT",0.660436125
"1032",2012-11-01,"WA",0.06675
"1033",2012-11-01,"GA",0.319329291666667
"1034",2012-11-01,"IN",0.264091333333333
"1035",2012-11-01,"MN",0.0604957916666667
"1036",2012-11-01,"TN",1.30916154166667
"1037",2012-11-01,"UT",0.181034583333333
"1038",2012-11-01,"CT",NA
"1039",2012-11-01,"RI",NA
"1040",2012-11-01,"SC",NA
"1041",2012-11-01,"MO",NA
"1042",2012-11-01,"WI",NA
"1043",2012-11-01,"AR",NA
"1044",2012-11-01,"KS",NA
"1045",2012-11-01,"MI",NA
"1046",2012-11-01,"OK",NA
"1047",2012-11-01,"AL",NA
"1048",2012-11-01,"IA",NA
"1049",2012-11-01,"ID",NA
"1050",2012-11-01,"KY",NA
"1051",2012-11-01,"MS",NA
"1052",2012-11-01,"NE",NA
"1053",2012-11-01,"SD",NA
"1054",2012-11-01,"VA",NA
"1055",2012-11-01,"LA",NA
"1056",2012-11-01,"ME",NA
"1057",2012-11-01,"MT",NA
"1058",2012-11-01,"WY",NA
"1059",2012-12-01,"AZ",126.862720916667
"1060",2012-12-01,"CA",162.329567833333
"1061",2012-12-01,"CO",18.8380397916667
"1062",2012-12-01,"DE",2.50668991666667
"1063",2012-12-01,"FL",16.5326600833333
"1064",2012-12-01,"HI",0.832673208333333
"1065",2012-12-01,"IL",3.18682945833333
"1066",2012-12-01,"MA",4.66195629166667
"1067",2012-12-01,"MD",3.45301808333333
"1068",2012-12-01,"NC",19.7806062916667
"1069",2012-12-01,"NJ",30.10410175
"1070",2012-12-01,"NM",30.509785
"1071",2012-12-01,"NV",55.31041925
"1072",2012-12-01,"NY",4.878379875
"1073",2012-12-01,"OH",3.3767775
"1074",2012-12-01,"OR",0.85181675
"1075",2012-12-01,"PA",3.88327016666667
"1076",2012-12-01,"TX",12.0363563333333
"1077",2012-12-01,"VT",0.729487458333333
"1078",2012-12-01,"WA",0.064125
"1079",2012-12-01,"GA",0.336541375
"1080",2012-12-01,"IN",0.354651583333333
"1081",2012-12-01,"MN",0.0809528333333333
"1082",2012-12-01,"TN",1.35050454166667
"1083",2012-12-01,"UT",0.18059225
"1084",2012-12-01,"CT",NA
"1085",2012-12-01,"RI",NA
"1086",2012-12-01,"SC",NA
"1087",2012-12-01,"MO",NA
"1088",2012-12-01,"WI",NA
"1089",2012-12-01,"AR",NA
"1090",2012-12-01,"KS",NA
"1091",2012-12-01,"MI",NA
"1092",2012-12-01,"OK",NA
"1093",2012-12-01,"AL",NA
"1094",2012-12-01,"IA",NA
"1095",2012-12-01,"ID",NA
"1096",2012-12-01,"KY",NA
"1097",2012-12-01,"MS",NA
"1098",2012-12-01,"NE",NA
"1099",2012-12-01,"SD",NA
"1100",2012-12-01,"VA",NA
"1101",2012-12-01,"LA",NA
"1102",2012-12-01,"ME",NA
"1103",2012-12-01,"MT",NA
"1104",2012-12-01,"WY",NA
"1105",2013-01-01,"AZ",134.210010333333
"1106",2013-01-01,"CA",174.416515375
"1107",2013-01-01,"CO",19.265124625
"1108",2013-01-01,"DE",2.68697383333333
"1109",2013-01-01,"FL",16.871242875
"1110",2013-01-01,"HI",0.939803
"1111",2013-01-01,"IL",3.28141079166667
"1112",2013-01-01,"MA",5.12966504166667
"1113",2013-01-01,"MD",3.72172225
"1114",2013-01-01,"NC",21.960585625
"1115",2013-01-01,"NJ",31.1425043333333
"1116",2013-01-01,"NM",30.8483159583333
"1117",2013-01-01,"NV",57.001236875
"1118",2013-01-01,"NY",5.00686433333333
"1119",2013-01-01,"OH",3.37498316666667
"1120",2013-01-01,"OR",0.940420875
"1121",2013-01-01,"PA",4.15747079166667
"1122",2013-01-01,"TX",12.34750725
"1123",2013-01-01,"VT",0.802076291666667
"1124",2013-01-01,"WA",0.0627916666666667
"1125",2013-01-01,"GA",0.342087583333333
"1126",2013-01-01,"IN",0.448361125
"1127",2013-01-01,"MN",0.102121166666667
"1128",2013-01-01,"TN",1.3988755
"1129",2013-01-01,"UT",0.179537625
"1130",2013-01-01,"CT",NA
"1131",2013-01-01,"RI",NA
"1132",2013-01-01,"SC",NA
"1133",2013-01-01,"MO",NA
"1134",2013-01-01,"WI",NA
"1135",2013-01-01,"AR",NA
"1136",2013-01-01,"KS",NA
"1137",2013-01-01,"MI",NA
"1138",2013-01-01,"OK",NA
"1139",2013-01-01,"AL",NA
"1140",2013-01-01,"IA",NA
"1141",2013-01-01,"ID",NA
"1142",2013-01-01,"KY",NA
"1143",2013-01-01,"MS",NA
"1144",2013-01-01,"NE",NA
"1145",2013-01-01,"SD",NA
"1146",2013-01-01,"VA",NA
"1147",2013-01-01,"LA",NA
"1148",2013-01-01,"ME",NA
"1149",2013-01-01,"MT",NA
"1150",2013-01-01,"WY",NA
"1151",2013-02-01,"AZ",140.643317958333
"1152",2013-02-01,"CA",194.126943708333
"1153",2013-02-01,"CO",19.743481375
"1154",2013-02-01,"DE",2.86392945833333
"1155",2013-02-01,"FL",17.1083221666667
"1156",2013-02-01,"HI",1.05654225
"1157",2013-02-01,"IL",3.41584195833333
"1158",2013-02-01,"MA",5.65734258333333
"1159",2013-02-01,"MD",3.85297225
"1160",2013-02-01,"NC",24.0131922916667
"1161",2013-02-01,"NJ",31.9413254583333
"1162",2013-02-01,"NM",31.2873707916667
"1163",2013-02-01,"NV",58.0219314166667
"1164",2013-02-01,"NY",5.09596704166667
"1165",2013-02-01,"OH",3.41567875
"1166",2013-02-01,"OR",1.06288729166667
"1167",2013-02-01,"PA",4.394165375
"1168",2013-02-01,"TX",12.7488375416667
"1169",2013-02-01,"VT",0.865364375
"1170",2013-02-01,"WA",0.0622916666666667
"1171",2013-02-01,"GA",0.347158958333333
"1172",2013-02-01,"IN",0.545945875
"1173",2013-02-01,"MN",0.124164375
"1174",2013-02-01,"TN",1.46481295833333
"1175",2013-02-01,"UT",0.177696958333333
"1176",2013-02-01,"CT",NA
"1177",2013-02-01,"RI",NA
"1178",2013-02-01,"SC",NA
"1179",2013-02-01,"MO",NA
"1180",2013-02-01,"WI",NA
"1181",2013-02-01,"AR",NA
"1182",2013-02-01,"KS",NA
"1183",2013-02-01,"MI",NA
"1184",2013-02-01,"OK",NA
"1185",2013-02-01,"AL",NA
"1186",2013-02-01,"IA",NA
"1187",2013-02-01,"ID",NA
"1188",2013-02-01,"KY",NA
"1189",2013-02-01,"MS",NA
"1190",2013-02-01,"NE",NA
"1191",2013-02-01,"SD",NA
"1192",2013-02-01,"VA",NA
"1193",2013-02-01,"LA",NA
"1194",2013-02-01,"ME",NA
"1195",2013-02-01,"MT",NA
"1196",2013-02-01,"WY",NA
"1197",2013-03-01,"AZ",147.029999958333
"1198",2013-03-01,"CA",220.433271
"1199",2013-03-01,"CO",20.1366162083333
"1200",2013-03-01,"DE",3.08763795833333
"1201",2013-03-01,"FL",17.402585125
"1202",2013-03-01,"HI",1.18679895833333
"1203",2013-03-01,"IL",3.59528866666667
"1204",2013-03-01,"MA",6.27485604166667
"1205",2013-03-01,"MD",4.18931820833333
"1206",2013-03-01,"NC",26.1541470833333
"1207",2013-03-01,"NJ",32.864894125
"1208",2013-03-01,"NM",31.8394282083333
"1209",2013-03-01,"NV",58.817236375
"1210",2013-03-01,"NY",5.20036579166667
"1211",2013-03-01,"OH",3.49340933333333
"1212",2013-03-01,"OR",1.21748720833333
"1213",2013-03-01,"PA",4.6350425
"1214",2013-03-01,"TX",13.1156739583333
"1215",2013-03-01,"VT",0.962229875
"1216",2013-03-01,"WA",0.0610416666666667
"1217",2013-03-01,"GA",0.352341166666667
"1218",2013-03-01,"IN",0.650576708333333
"1219",2013-03-01,"MN",0.147798666666667
"1220",2013-03-01,"TN",1.55114808333333
"1221",2013-03-01,"UT",0.175385541666667
"1222",2013-03-01,"CT",NA
"1223",2013-03-01,"RI",NA
"1224",2013-03-01,"SC",NA
"1225",2013-03-01,"MO",NA
"1226",2013-03-01,"WI",NA
"1227",2013-03-01,"AR",NA
"1228",2013-03-01,"KS",NA
"1229",2013-03-01,"MI",NA
"1230",2013-03-01,"OK",NA
"1231",2013-03-01,"AL",NA
"1232",2013-03-01,"IA",NA
"1233",2013-03-01,"ID",NA
"1234",2013-03-01,"KY",NA
"1235",2013-03-01,"MS",NA
"1236",2013-03-01,"NE",NA
"1237",2013-03-01,"SD",NA
"1238",2013-03-01,"VA",NA
"1239",2013-03-01,"LA",NA
"1240",2013-03-01,"ME",NA
"1241",2013-03-01,"MT",NA
"1242",2013-03-01,"WY",NA
"1243",2013-04-01,"AZ",156.662779375
"1244",2013-04-01,"CA",245.650421208333
"1245",2013-04-01,"CO",20.400095625
"1246",2013-04-01,"DE",3.32968083333333
"1247",2013-04-01,"FL",17.6727919583333
"1248",2013-04-01,"HI",1.322716375
"1249",2013-04-01,"IL",3.79610395833333
"1250",2013-04-01,"MA",6.96937595833333
"1251",2013-04-01,"MD",4.6639305
"1252",2013-04-01,"NC",28.2399940416667
"1253",2013-04-01,"NJ",34.327825875
"1254",2013-04-01,"NM",32.404923875
"1255",2013-04-01,"NV",59.801150875
"1256",2013-04-01,"NY",5.36871616666667
"1257",2013-04-01,"OH",3.58239470833333
"1258",2013-04-01,"OR",1.349616375
"1259",2013-04-01,"PA",4.89351175
"1260",2013-04-01,"TX",13.4546461666667
"1261",2013-04-01,"VT",1.10723608333333
"1262",2013-04-01,"WA",0.060875
"1263",2013-04-01,"GA",0.357536083333333
"1264",2013-04-01,"IN",0.757794666666667
"1265",2013-04-01,"MN",0.172017083333333
"1266",2013-04-01,"TN",1.64922475
"1267",2013-04-01,"UT",0.175230875
"1268",2013-04-01,"CT",NA
"1269",2013-04-01,"RI",NA
"1270",2013-04-01,"SC",NA
"1271",2013-04-01,"MO",NA
"1272",2013-04-01,"WI",NA
"1273",2013-04-01,"AR",NA
"1274",2013-04-01,"KS",NA
"1275",2013-04-01,"MI",NA
"1276",2013-04-01,"OK",NA
"1277",2013-04-01,"AL",NA
"1278",2013-04-01,"IA",NA
"1279",2013-04-01,"ID",NA
"1280",2013-04-01,"KY",NA
"1281",2013-04-01,"MS",NA
"1282",2013-04-01,"NE",NA
"1283",2013-04-01,"SD",NA
"1284",2013-04-01,"VA",NA
"1285",2013-04-01,"LA",NA
"1286",2013-04-01,"ME",NA
"1287",2013-04-01,"MT",NA
"1288",2013-04-01,"WY",NA
"1289",2013-05-01,"AZ",166.232418833333
"1290",2013-05-01,"CA",271.9221825
"1291",2013-05-01,"CO",20.5122520416667
"1292",2013-05-01,"DE",3.52301529166667
"1293",2013-05-01,"FL",17.7085757916667
"1294",2013-05-01,"HI",1.45336433333333
"1295",2013-05-01,"IL",4.00898270833333
"1296",2013-05-01,"MA",7.685140375
"1297",2013-05-01,"MD",4.993745875
"1298",2013-05-01,"NC",29.5067449583333
"1299",2013-05-01,"NJ",35.512735
"1300",2013-05-01,"NM",32.8799285833333
"1301",2013-05-01,"NV",60.7303545416667
"1302",2013-05-01,"NY",5.48970133333333
"1303",2013-05-01,"OH",3.68390979166667
"1304",2013-05-01,"OR",1.47651345833333
"1305",2013-05-01,"PA",5.08531991666667
"1306",2013-05-01,"TX",13.6513062916667
"1307",2013-05-01,"VT",1.24851691666667
"1308",2013-05-01,"WA",0.062
"1309",2013-05-01,"GA",0.544539958333333
"1310",2013-05-01,"IN",1.22672279166667
"1311",2013-05-01,"MN",0.194648625
"1312",2013-05-01,"TN",1.69299916666667
"1313",2013-05-01,"UT",0.175630916666667
"1314",2013-05-01,"CT",NA
"1315",2013-05-01,"RI",NA
"1316",2013-05-01,"SC",NA
"1317",2013-05-01,"MO",NA
"1318",2013-05-01,"WI",NA
"1319",2013-05-01,"AR",NA
"1320",2013-05-01,"KS",NA
"1321",2013-05-01,"MI",NA
"1322",2013-05-01,"OK",NA
"1323",2013-05-01,"AL",NA
"1324",2013-05-01,"IA",NA
"1325",2013-05-01,"ID",NA
"1326",2013-05-01,"KY",NA
"1327",2013-05-01,"MS",NA
"1328",2013-05-01,"NE",NA
"1329",2013-05-01,"SD",NA
"1330",2013-05-01,"VA",NA
"1331",2013-05-01,"LA",NA
"1332",2013-05-01,"ME",NA
"1333",2013-05-01,"MT",NA
"1334",2013-05-01,"WY",NA
"1335",2013-06-01,"AZ",172.775835
"1336",2013-06-01,"CA",301.894303333333
"1337",2013-06-01,"CO",20.6005154166667
"1338",2013-06-01,"DE",3.661370375
"1339",2013-06-01,"FL",17.5385874166667
"1340",2013-06-01,"HI",1.56765625
"1341",2013-06-01,"IL",4.22711466666667
"1342",2013-06-01,"MA",8.442750875
"1343",2013-06-01,"MD",5.20165725
"1344",2013-06-01,"NC",29.264564875
"1345",2013-06-01,"NJ",36.1579147083333
"1346",2013-06-01,"NM",32.679682625
"1347",2013-06-01,"NV",61.5243317916667
"1348",2013-06-01,"NY",5.55289308333333
"1349",2013-06-01,"OH",3.795518375
"1350",2013-06-01,"OR",1.62784854166667
"1351",2013-06-01,"PA",5.20779154166667
"1352",2013-06-01,"TX",13.6283057916667
"1353",2013-06-01,"VT",1.377181375
"1354",2013-06-01,"WA",0.0630416666666667
"1355",2013-06-01,"GA",0.968294916666667
"1356",2013-06-01,"IN",2.09282795833333
"1357",2013-06-01,"MN",0.215179
"1358",2013-06-01,"TN",1.69116191666667
"1359",2013-06-01,"UT",0.1749675
"1360",2013-06-01,"CT",NA
"1361",2013-06-01,"RI",NA
"1362",2013-06-01,"SC",NA
"1363",2013-06-01,"MO",NA
"1364",2013-06-01,"WI",NA
"1365",2013-06-01,"AR",NA
"1366",2013-06-01,"KS",NA
"1367",2013-06-01,"MI",NA
"1368",2013-06-01,"OK",NA
"1369",2013-06-01,"AL",NA
"1370",2013-06-01,"IA",NA
"1371",2013-06-01,"ID",NA
"1372",2013-06-01,"KY",NA
"1373",2013-06-01,"MS",NA
"1374",2013-06-01,"NE",NA
"1375",2013-06-01,"SD",NA
"1376",2013-06-01,"VA",NA
"1377",2013-06-01,"LA",NA
"1378",2013-06-01,"ME",NA
"1379",2013-06-01,"MT",NA
"1380",2013-06-01,"WY",NA
"1381",2013-07-01,"AZ",180.175345666667
"1382",2013-07-01,"CA",330.01691075
"1383",2013-07-01,"CO",20.7822354583333
"1384",2013-07-01,"DE",3.74638683333333
"1385",2013-07-01,"FL",17.4949063333333
"1386",2013-07-01,"HI",1.64626816666667
"1387",2013-07-01,"IL",4.35934095833333
"1388",2013-07-01,"MA",9.139441
"1389",2013-07-01,"MD",5.37227270833333
"1390",2013-07-01,"NC",29.5804725833333
"1391",2013-07-01,"NJ",36.4348835
"1392",2013-07-01,"NM",31.9772459166667
"1393",2013-07-01,"NV",62.4208797083333
"1394",2013-07-01,"NY",5.561482125
"1395",2013-07-01,"OH",3.88397775
"1396",2013-07-01,"OR",1.7267035
"1397",2013-07-01,"PA",5.2302335
"1398",2013-07-01,"TX",13.7277965416667
"1399",2013-07-01,"VT",1.45495291666667
"1400",2013-07-01,"WA",0.0629583333333333
"1401",2013-07-01,"GA",1.549680125
"1402",2013-07-01,"IN",2.67631233333333
"1403",2013-07-01,"MN",0.2264255
"1404",2013-07-01,"TN",1.710915625
"1405",2013-07-01,"UT",0.176044166666667
"1406",2013-07-01,"CT",0.015078
"1407",2013-07-01,"RI",0.18473175
"1408",2013-07-01,"SC",0.01963575
"1409",2013-07-01,"MO",NA
"1410",2013-07-01,"WI",NA
"1411",2013-07-01,"AR",NA
"1412",2013-07-01,"KS",NA
"1413",2013-07-01,"MI",NA
"1414",2013-07-01,"OK",NA
"1415",2013-07-01,"AL",NA
"1416",2013-07-01,"IA",NA
"1417",2013-07-01,"ID",NA
"1418",2013-07-01,"KY",NA
"1419",2013-07-01,"MS",NA
"1420",2013-07-01,"NE",NA
"1421",2013-07-01,"SD",NA
"1422",2013-07-01,"VA",NA
"1423",2013-07-01,"LA",NA
"1424",2013-07-01,"ME",NA
"1425",2013-07-01,"MT",NA
"1426",2013-07-01,"WY",NA
"1427",2013-08-01,"AZ",187.704899041667
"1428",2013-08-01,"CA",353.855420083333
"1429",2013-08-01,"CO",20.940613125
"1430",2013-08-01,"DE",3.78387333333333
"1431",2013-08-01,"FL",17.5394405416667
"1432",2013-08-01,"HI",1.68689495833333
"1433",2013-08-01,"IL",4.36793316666667
"1434",2013-08-01,"MA",9.64320395833333
"1435",2013-08-01,"MD",5.52612095833333
"1436",2013-08-01,"NC",31.417199875
"1437",2013-08-01,"NJ",36.7633555416667
"1438",2013-08-01,"NM",31.151672375
"1439",2013-08-01,"NV",62.7423237916667
"1440",2013-08-01,"NY",5.565945125
"1441",2013-08-01,"OH",3.912205125
"1442",2013-08-01,"OR",1.75325433333333
"1443",2013-08-01,"PA",5.21759341666667
"1444",2013-08-01,"TX",13.7925139166667
"1445",2013-08-01,"VT",1.479163125
"1446",2013-08-01,"WA",0.0614166666666667
"1447",2013-08-01,"GA",2.20982033333333
"1448",2013-08-01,"IN",2.94647229166667
"1449",2013-08-01,"MN",0.226995666666667
"1450",2013-08-01,"TN",1.72450908333333
"1451",2013-08-01,"UT",0.177249666666667
"1452",2013-08-01,"CT",0.0466434583333333
"1453",2013-08-01,"RI",0.221399208333333
"1454",2013-08-01,"SC",0.0427712916666667
"1455",2013-08-01,"MO",NA
"1456",2013-08-01,"WI",NA
"1457",2013-08-01,"AR",NA
"1458",2013-08-01,"KS",NA
"1459",2013-08-01,"MI",NA
"1460",2013-08-01,"OK",NA
"1461",2013-08-01,"AL",NA
"1462",2013-08-01,"IA",NA
"1463",2013-08-01,"ID",NA
